R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_landed,B_SIG_STR_landed,R_SIG_STR_pct,B_SIG_STR_pct,R_total_STR_landed,B_total_STR_landed,R_total_STR_pct,B_total_STR_pct,R_TD_landed,B_TD_landed,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL_time_seconds,B_CTRL_time_seconds,R_HEAD_STR_landed,B_HEAD_STR_landed,R_HEAD_STR_pct,B_HEAD_STR_pct,R_BODY_STR_landed,B_BODY_STR_landed,R_BODY_STR_pct,B_BODY_STR_pct,R_LEG_STR_landed,B_LEG_STR_landed,R_LEG_STR_pct,B_LEG_STR_pct,R_DISTANCE_STR_landed,B_DISTANCE_STR_landed,R_DISTANCE_STR_pct,B_DISTANCE_STR_pct,R_CLINCH_STR_landed,B_CLINCH_STR_landed,R_CLINCH_STR_pct,B_CLINCH_STR_pct,R_GND_STR_landed,B_GND_STR_landed,R_GND_STR_pct,B_GND_STR_pct,winner,win_type,finish_type,decision_type,last_round,last_round_time,format,date,title_bout,weight_class
Dean Lister,Jeremy Horn,0,0,6,2,27.0,7.0,9,15,36.0,36.59,1,0,25.0,,1,0,0,0,40,76,5,2,23.81,7.41,0,0,,,1,0,100.0,0.0,5,2,27.78,7.14,0,0,0.0,,1,0,50.0,,red,finish,SUB,,1,3:52,3,2008-06-21,False,Middleweight
Rob Kimmons,Rob Yundt,0,0,9,5,69.0,83.0,25,45,86.21,97.83,1,1,100.0,100.0,4,0,0,0,92,131,9,0,69.23,0.0,0,5,,100.0,0,0,,,1,1,50.0,100.0,0,0,,,8,4,72.73,80.0,red,finish,SUB,,1,3:58,3,2008-06-21,False,Middleweight
Thiago Alves,Matt Hughes,1,0,10,9,62.0,69.0,24,18,77.42,81.82,1,1,100.0,14.0,0,0,0,0,87,183,8,2,57.14,33.33,2,0,100.0,,0,7,,100.0,3,0,50.0,0.0,2,0,100.0,,5,9,62.5,90.0,red,finish,KO/TKO,,2,1:02,3,2008-06-07,False,Welterweight
Michael Bisping,Jason Day,0,0,25,7,58.0,58.0,40,8,65.57,61.54,2,0,100.0,,0,0,0,0,140,3,18,3,50.0,42.86,3,0,100.0,0.0,4,4,100.0,100.0,4,7,30.77,58.33,4,0,80.0,,17,0,68.0,,red,finish,KO/TKO,,1,3:42,3,2008-06-07,False,Middleweight
Mike Swick,Marcus Davis,0,0,32,31,37.0,56.0,71,82,54.2,76.64,2,3,100.0,60.0,1,2,0,0,519,136,14,20,22.95,48.78,13,3,65.0,75.0,5,8,100.0,80.0,6,13,28.57,39.39,9,14,45.0,82.35,17,4,37.78,80.0,red,decision,,unanimous,3,5:00,3,2008-06-07,False,Welterweight
Thales Leites,Nate Marquardt,1,0,13,35,28.0,48.0,33,49,50.0,55.68,0,5,0.0,71.0,2,0,0,0,113,424,12,23,29.27,41.82,1,8,25.0,61.54,0,4,,100.0,8,11,22.86,28.21,1,8,33.33,80.0,4,16,57.14,69.57,red,decision,,split,3,5:00,3,2008-06-07,False,Middleweight
Fabricio Werdum,Brandon Vera,0,0,15,15,41.0,68.0,23,20,46.0,74.07,2,0,50.0,,0,0,0,0,133,37,10,6,34.48,50.0,2,5,66.67,100.0,3,4,75.0,80.0,2,3,18.18,37.5,5,10,71.43,83.33,8,2,44.44,100.0,red,finish,KO/TKO,,1,4:40,3,2008-06-07,False,Heavyweight
Martin Kampmann,Jorge Rivera,0,0,4,2,44.0,33.0,17,3,70.83,42.86,1,0,100.0,,2,1,0,0,126,3,2,0,28.57,0.0,2,0,100.0,,0,2,,100.0,1,2,25.0,33.33,1,0,100.0,,2,0,50.0,,red,finish,SUB,,1,2:44,3,2008-06-07,False,Middleweight
Matt Wiman,Thiago Tavares,1,0,18,13,52.0,37.0,54,39,73.97,50.65,2,1,50.0,33.0,1,3,0,1,73,262,12,11,46.15,34.38,6,2,85.71,66.67,0,0,0.0,,8,4,36.36,25.0,7,6,77.78,66.67,3,3,100.0,30.0,red,finish,KO/TKO,,2,1:57,3,2008-06-07,False,Lightweight
Kevin Burns,Roan Carneiro,0,0,8,12,61.0,40.0,55,36,90.16,63.16,0,2,,33.0,1,0,0,0,54,424,7,10,63.64,35.71,0,1,0.0,100.0,1,1,100.0,100.0,4,2,44.44,28.57,1,0,100.0,,3,10,100.0,43.48,red,finish,SUB,,2,3:50,3,2008-06-07,False,Welterweight
Luiz Cane,Jason Lambert,3,0,15,8,53.0,34.0,28,13,68.29,46.43,0,0,,0.0,0,0,0,0,54,14,14,4,51.85,22.22,0,2,,100.0,1,2,100.0,66.67,10,4,55.56,21.05,3,4,37.5,100.0,2,0,100.0,,red,finish,KO/TKO,,1,2:07,3,2008-06-07,False,Light Heavyweight
Paul Taylor,Jess Liaudin,1,0,45,35,52.0,50.0,134,57,74.44,60.64,1,7,100.0,53.0,0,1,1,0,190,536,24,27,37.5,44.26,12,6,100.0,85.71,9,2,90.0,100.0,13,16,38.24,37.21,22,14,78.57,70.0,10,5,41.67,71.43,red,decision,,split,3,5:00,3,2008-06-07,False,Welterweight
Antoni Hardonk,Eddie Sanchez,1,2,48,33,64.0,49.0,51,67,65.38,60.91,0,2,,50.0,0,0,0,0,43,291,32,32,57.14,48.48,8,1,80.0,100.0,8,0,88.89,,24,18,58.54,40.91,24,14,70.59,66.67,0,1,,50.0,red,finish,KO/TKO,,2,4:15,3,2008-06-07,False,Heavyweight
BJ Penn,Sean Sherk,1,0,122,46,69.0,28.0,130,52,71.04,30.77,0,0,0.0,0.0,0,0,0,0,7,0,109,26,67.28,18.31,11,3,100.0,100.0,2,17,100.0,100.0,110,41,67.9,27.15,9,5,90.0,45.45,3,0,100.0,,red,finish,KO/TKO,,3,5:00,5,2008-05-24,True,Lightweight
Wanderlei Silva,Keith Jardine,2,0,11,1,61.0,25.0,11,1,61.11,25.0,0,0,,,0,0,0,0,9,0,11,0,61.11,0.0,0,0,,,0,1,,100.0,5,1,50.0,25.0,0,0,,,6,0,75.0,,red,finish,KO/TKO,,1,0:36,3,2008-05-24,False,Light Heavyweight
Goran Reljic,Wilson Gouveia,1,1,33,33,52.0,45.0,39,38,52.7,48.72,0,0,,,0,0,0,0,68,70,27,22,50.94,37.29,5,4,55.56,100.0,1,7,100.0,70.0,22,17,50.0,39.53,0,9,,81.82,11,7,57.89,36.84,red,finish,KO/TKO,,2,3:15,3,2008-05-24,False,Light Heavyweight
Lyoto Machida,Tito Ortiz,1,0,41,16,68.0,30.0,67,39,77.01,51.32,1,0,100.0,0.0,0,2,0,0,176,19,18,2,52.94,5.71,6,11,85.71,100.0,17,3,89.47,42.86,34,5,72.34,13.16,1,11,100.0,73.33,6,0,50.0,,red,decision,,unanimous,3,5:00,3,2008-05-24,False,Light Heavyweight
Thiago Silva,Antonio Mendes,0,1,19,5,82.0,41.0,20,8,83.33,53.33,0,1,,50.0,1,0,0,0,86,22,14,1,77.78,12.5,5,4,100.0,100.0,0,0,,,1,2,50.0,33.33,3,3,100.0,60.0,15,0,83.33,0.0,red,finish,KO/TKO,,1,2:24,3,2008-05-24,False,Light Heavyweight
Rousimar Palhares,Ivan Salaverry,0,0,0,1,,100.0,2,1,100.0,100.0,1,0,100.0,,3,0,0,0,137,0,0,0,,,0,1,,100.0,0,0,,,0,1,,100.0,0,0,,,0,0,,,red,finish,SUB,,1,2:36,3,2008-05-24,False,Middleweight
Rameau Thierry Sokoudjou,Kazuhiro Nakamura,1,0,26,6,56.0,26.0,29,6,59.18,26.09,0,0,,,0,0,0,0,3,0,7,1,25.93,5.56,6,5,100.0,100.0,13,0,100.0,,20,6,50.0,26.09,4,0,100.0,,2,0,100.0,,red,finish,KO/TKO,,1,5:00,3,2008-05-24,False,Light Heavyweight
Rich Clementi,Terry Etim,0,1,20,23,42.0,37.0,171,30,70.08,41.67,4,0,50.0,,0,1,0,0,595,48,14,13,35.0,28.26,2,3,100.0,50.0,4,7,80.0,77.78,10,18,30.3,36.0,3,4,100.0,57.14,7,1,63.64,25.0,red,decision,,unanimous,3,5:00,3,2008-05-24,False,Lightweight
Yoshiyuki Yoshida,War Machine,0,0,1,1,33.0,50.0,1,2,33.33,66.67,1,0,100.0,,1,0,0,0,38,0,1,0,33.33,0.0,0,0,,,0,1,,100.0,1,1,33.33,50.0,0,0,,,0,0,,,red,finish,SUB,,1,0:56,3,2008-05-24,False,Welterweight
Dong Hyun Kim,Jason Tan,0,0,77,2,83.0,14.0,159,20,90.86,62.5,3,0,100.0,0.0,0,0,0,0,446,111,74,1,83.15,7.69,3,0,100.0,,0,1,,100.0,3,2,33.33,15.38,21,0,100.0,0.0,53,0,85.48,,red,finish,KO/TKO,,3,0:25,3,2008-05-24,False,Welterweight
Shane Carwin,Christian Wellisch,1,0,5,2,35.0,18.0,5,2,35.71,18.18,0,0,,,0,0,0,0,0,0,5,2,35.71,18.18,0,0,,,0,0,,,3,2,25.0,18.18,0,0,,,2,0,100.0,,red,finish,KO/TKO,,1,0:44,3,2008-05-24,False,Heavyweight
Georges St-Pierre,Matt Serra,0,0,42,3,77.0,16.0,129,10,90.21,40.0,4,0,80.0,,0,0,0,0,489,0,23,1,65.71,6.25,19,1,100.0,100.0,0,1,,100.0,10,2,83.33,13.33,2,1,100.0,33.33,30,0,75.0,,red,finish,KO/TKO,,2,4:45,5,2008-04-19,True,Welterweight
Rich Franklin,Travis Lutter,1,0,28,1,65.0,11.0,56,9,74.67,50.0,0,1,,11.0,0,1,0,0,125,202,18,1,56.25,11.11,9,0,90.0,,1,0,100.0,,14,0,56.0,0.0,10,0,90.91,,4,1,57.14,50.0,red,finish,KO/TKO,,2,3:01,3,2008-04-19,False,Middleweight
Nate Quarry,Kalib Starnes,0,0,84,12,51.0,22.0,84,12,51.22,22.64,0,1,,33.0,0,0,0,0,0,41,31,7,29.25,15.56,16,4,88.89,66.67,37,1,92.5,50.0,69,8,49.64,16.67,15,4,60.0,100.0,0,0,,0.0,red,decision,,unanimous,3,5:00,3,2008-04-19,False,Middleweight
Michael Bisping,Charles McCarthy,1,0,39,1,43.0,8.0,49,2,47.57,15.38,0,1,,100.0,0,1,0,0,72,62,19,0,29.23,0.0,20,0,80.0,,0,1,,100.0,12,1,27.27,8.33,25,0,58.14,,2,0,66.67,,red,finish,KO/TKO,,1,5:00,3,2008-04-19,False,Middleweight
Mac Danzig,Mark Bocek,1,0,46,22,52.0,28.0,148,27,77.89,32.93,1,3,100.0,33.0,2,0,0,0,284,293,42,15,50.6,21.74,1,7,50.0,87.5,3,0,100.0,,21,8,42.86,16.33,3,4,100.0,100.0,22,10,61.11,41.67,red,finish,SUB,,3,3:48,3,2008-04-19,False,Lightweight
Jason MacDonald,Joe Doerksen,0,0,13,4,76.0,66.0,25,11,86.21,84.62,1,1,50.0,100.0,2,3,1,0,92,228,9,1,69.23,33.33,3,1,100.0,100.0,1,2,100.0,100.0,0,2,0.0,50.0,1,0,100.0,,12,2,100.0,100.0,red,finish,KO/TKO,,2,0:54,3,2008-04-19,False,Middleweight
Jason Day,Alan Belcher,0,0,29,3,67.0,37.0,67,6,81.71,54.55,0,1,,100.0,0,0,0,0,0,163,24,1,63.16,20.0,4,2,100.0,66.67,1,0,100.0,,12,2,57.14,40.0,17,0,77.27,,0,1,,33.33,red,finish,KO/TKO,,1,3:58,3,2008-04-19,False,Middleweight
Demian Maia,Ed Herman,0,0,15,15,71.0,46.0,35,44,76.09,70.97,1,1,12.0,100.0,3,0,2,1,183,227,12,11,70.59,40.74,2,3,66.67,100.0,1,1,100.0,50.0,3,0,100.0,0.0,0,4,0.0,100.0,12,11,70.59,42.31,red,finish,SUB,,2,2:27,3,2008-04-19,False,Middleweight
Rich Clementi,Sam Stout,0,0,40,48,39.0,27.0,69,53,52.27,29.28,3,0,33.0,0.0,3,0,0,0,323,11,29,24,31.87,16.44,2,9,100.0,69.23,9,15,100.0,88.24,34,46,35.79,26.59,3,2,100.0,66.67,3,0,75.0,,red,decision,,split,3,5:00,3,2008-04-19,False,Lightweight
Cain Velasquez,Brad Morris,3,0,36,1,65.0,25.0,62,1,74.7,25.0,0,0,,0.0,0,0,0,0,107,0,33,1,63.46,25.0,3,0,100.0,,0,0,,,5,1,50.0,25.0,5,0,100.0,,26,0,65.0,,red,finish,KO/TKO,,1,2:10,3,2008-04-19,False,Heavyweight
Jonathan Goulet,Kuniyoshi Hironaka,2,1,31,21,39.0,42.0,34,23,41.98,44.23,0,1,,20.0,0,0,0,0,20,77,18,19,28.12,39.58,5,0,100.0,,8,2,88.89,100.0,22,9,37.93,34.62,9,0,45.0,,0,12,,50.0,red,finish,KO/TKO,,2,2:07,3,2008-04-19,False,Welterweight
Kenny Florian,Joe Lauzon,0,0,35,5,47.0,41.0,115,9,69.7,56.25,2,2,50.0,66.0,0,2,0,0,223,111,26,5,40.0,45.45,7,0,100.0,,2,0,100.0,0.0,6,3,50.0,37.5,0,0,,,29,2,46.77,50.0,red,finish,KO/TKO,,2,3:28,3,2008-04-02,False,Lightweight
Gray Maynard,Frankie Edgar,0,0,19,26,29.0,34.0,27,31,36.49,38.75,9,1,90.0,20.0,0,0,0,0,377,32,15,20,25.86,28.99,4,3,57.14,100.0,0,3,,100.0,12,18,22.22,28.57,4,8,66.67,66.67,3,0,60.0,,red,decision,,unanimous,3,5:00,3,2008-04-02,False,Lightweight
Thiago Alves,Karo Parisyan,1,0,17,10,35.0,22.0,17,21,35.42,37.5,0,1,,25.0,0,0,0,0,2,115,12,7,27.91,16.67,2,2,100.0,100.0,3,1,100.0,100.0,12,7,27.91,18.92,2,1,100.0,25.0,3,2,100.0,50.0,red,finish,KO/TKO,,2,0:24,3,2008-04-02,False,Welterweight
Matt Hamill,Tim Boetsch,0,0,31,18,43.0,31.0,53,23,55.21,36.51,1,0,100.0,0.0,0,0,0,0,158,3,30,9,42.86,18.75,0,5,,83.33,1,4,100.0,100.0,18,11,38.3,26.83,0,7,0.0,43.75,13,0,68.42,0.0,red,finish,KO/TKO,,2,1:25,3,2008-04-02,False,Light Heavyweight
Nate Diaz,Kurt Pellegrino,0,0,6,20,35.0,58.0,28,35,68.29,70.0,1,3,100.0,100.0,1,0,0,1,82,343,0,19,0.0,57.58,2,1,100.0,100.0,4,0,80.0,,0,0,0.0,0.0,5,0,83.33,0.0,1,20,100.0,68.97,red,finish,SUB,,2,3:06,3,2008-04-02,False,Lightweight
James Irvin,Houston Alexander,1,0,3,0,75.0,0.0,3,0,75.0,0.0,0,0,,,0,0,0,0,2,0,3,0,75.0,0.0,0,0,,,0,0,,,1,0,100.0,0.0,0,0,,,2,0,66.67,,red,finish,KO/TKO,,1,0:08,3,2008-04-02,False,Light Heavyweight
Josh Neer,Din Thomas,0,0,80,20,48.0,23.0,124,42,59.05,37.84,3,2,75.0,40.0,0,0,0,0,489,92,60,17,43.17,20.99,6,2,75.0,100.0,14,1,82.35,100.0,26,13,34.21,17.81,12,7,50.0,63.64,42,0,65.62,,red,decision,,unanimous,3,5:00,3,2008-04-02,False,Lightweight
Marcus Aurelio,Ryan Roberts,1,0,6,0,54.0,0.0,6,0,54.55,0.0,0,0,,,1,0,0,0,6,0,6,0,54.55,0.0,0,0,,,0,0,,,1,0,20.0,0.0,0,0,,,5,0,83.33,,red,finish,SUB,,1,0:16,3,2008-04-02,False,Lightweight
Manvel Gamburyan,Jeff Cox,0,0,3,2,75.0,50.0,5,3,83.33,60.0,1,0,20.0,0.0,1,0,0,0,13,73,0,0,0.0,0.0,3,0,100.0,,0,2,,100.0,1,0,50.0,0.0,2,2,100.0,100.0,0,0,,,red,finish,SUB,,1,1:41,3,2008-04-02,False,Lightweight
Clay Guida,Samy Schiavo,0,0,11,4,42.0,18.0,24,4,61.54,18.18,1,0,100.0,,0,0,0,0,115,0,10,4,41.67,19.05,1,0,50.0,0.0,0,0,,,2,4,18.18,18.18,0,0,,,9,0,60.0,,red,finish,KO/TKO,,1,4:15,3,2008-04-02,False,Lightweight
George Sotiropoulos,Roman Mitichyan,0,0,21,2,60.0,16.0,77,7,80.21,41.18,3,0,75.0,,3,0,1,1,329,36,20,0,60.61,0.0,1,0,50.0,0.0,0,2,,66.67,3,2,25.0,20.0,1,0,50.0,0.0,17,0,80.95,0.0,red,finish,KO/TKO,,2,2:24,3,2008-04-02,False,Welterweight
Anthony Johnson,Tommy Speer,1,0,15,0,60.0,0.0,15,0,60.0,0.0,0,0,,0.0,0,0,0,0,1,0,14,0,58.33,0.0,0,0,,,1,0,100.0,,9,0,47.37,0.0,4,0,100.0,,2,0,100.0,,red,finish,KO/TKO,,1,0:51,3,2008-04-02,False,Welterweight
Anderson Silva,Dan Henderson,0,0,47,20,79.0,50.0,74,52,84.09,69.33,0,1,,33.0,1,0,0,0,157,225,28,11,70.0,36.67,16,1,100.0,100.0,3,8,100.0,88.89,14,6,63.64,35.29,5,7,83.33,63.64,28,7,90.32,58.33,red,finish,SUB,,2,4:52,5,2008-03-01,True,Middleweight
Heath Herring,Cheick Kongo,1,0,57,45,71.0,75.0,100,93,80.0,84.55,3,5,75.0,100.0,0,0,2,1,350,497,9,17,40.91,56.67,46,16,82.14,94.12,2,12,100.0,92.31,3,4,25.0,57.14,2,11,50.0,100.0,52,30,81.25,71.43,red,decision,,split,3,5:00,3,2008-03-01,False,Heavyweight
Chris Leben,Alessio Sakara,1,0,24,13,48.0,39.0,25,15,48.08,41.67,0,0,0.0,,0,0,0,0,27,0,15,12,42.86,38.71,4,1,66.67,50.0,5,0,55.56,,13,6,39.39,42.86,7,7,58.33,36.84,4,0,80.0,,red,finish,KO/TKO,,1,3:16,3,2008-03-01,False,Middleweight
Yushin Okami,Evan Tanner,2,0,26,19,44.0,43.0,31,25,49.21,50.0,0,1,,33.0,0,0,0,0,36,116,14,6,31.11,23.08,8,2,88.89,33.33,4,11,100.0,91.67,15,12,31.91,33.33,11,7,100.0,87.5,0,0,,,red,finish,KO/TKO,,2,3:00,3,2008-03-01,False,Middleweight
Jon Fitch,Chris Wilson,0,0,40,22,52.0,42.0,131,32,77.51,51.61,4,0,44.0,,0,1,0,0,483,8,19,10,41.3,29.41,8,9,88.89,64.29,13,3,61.9,75.0,21,16,42.0,36.36,1,6,25.0,75.0,18,0,81.82,,red,decision,,unanimous,3,5:00,3,2008-03-01,False,Welterweight
Andrei Arlovski,Jake O'Brien,0,0,14,4,40.0,33.0,55,37,63.95,71.15,1,2,100.0,14.0,0,0,0,0,119,284,8,3,29.63,27.27,1,1,33.33,100.0,5,0,100.0,,7,1,33.33,12.5,0,1,0.0,50.0,7,2,53.85,100.0,red,finish,KO/TKO,,2,4:17,3,2008-03-01,False,Heavyweight
Luigi Fioravanti,Luke Cummo,0,0,32,16,42.0,41.0,129,82,65.48,75.23,13,0,81.0,0.0,0,0,0,0,633,40,26,9,39.39,31.03,2,7,50.0,77.78,4,0,80.0,0.0,2,6,20.0,27.27,4,7,57.14,58.33,26,3,44.83,60.0,red,decision,,unanimous,3,5:00,3,2008-03-01,False,Welterweight
Josh Koscheck,Dustin Hazelett,1,0,24,20,40.0,33.0,25,24,41.67,38.1,1,0,100.0,,0,2,0,0,73,0,14,12,29.79,24.0,5,5,71.43,83.33,5,3,100.0,100.0,20,16,40.0,29.63,2,3,40.0,75.0,2,1,50.0,100.0,red,finish,KO/TKO,,2,1:24,3,2008-03-01,False,Welterweight
Diego Sanchez,David Bielkheden,0,0,24,1,48.0,100.0,49,11,65.33,100.0,1,0,100.0,,0,0,0,0,270,0,21,0,44.68,,3,1,100.0,100.0,0,0,,,0,0,0.0,,0,1,,100.0,24,0,48.98,,red,finish,KO/TKO,,1,4:43,3,2008-03-01,False,Welterweight
Jorge Gurgel,John Halverson,0,0,68,44,49.0,43.0,118,118,61.46,65.56,1,0,20.0,,0,2,0,0,521,61,43,29,38.74,33.72,2,11,100.0,100.0,23,4,95.83,80.0,26,28,41.27,36.36,9,13,81.82,76.47,33,3,52.38,37.5,red,decision,,unanimous,3,5:00,3,2008-03-01,False,Lightweight
Antonio Rodrigo Nogueira,Tim Sylvia,0,1,28,53,40.0,40.0,40,87,47.06,52.1,2,0,18.0,,1,0,1,0,31,120,22,51,34.92,39.53,2,2,66.67,100.0,4,0,100.0,,27,42,39.71,37.5,1,2,50.0,40.0,0,9,,64.29,red,finish,SUB,,3,1:28,5,2008-02-02,True,Heavyweight
Frank Mir,Brock Lesnar,0,0,2,16,66.0,66.0,2,32,66.67,80.0,0,1,,100.0,3,0,0,0,0,67,0,16,0.0,66.67,0,0,,,2,0,100.0,,2,1,66.67,100.0,0,0,,,0,15,,65.22,red,finish,SUB,,1,1:30,3,2008-02-02,False,Heavyweight
Nate Marquardt,Jeremy Horn,1,0,22,5,73.0,45.0,28,12,75.68,63.16,2,1,100.0,33.0,1,1,0,1,237,83,16,4,66.67,44.44,3,1,100.0,100.0,3,0,100.0,0.0,3,1,75.0,25.0,9,1,100.0,50.0,10,3,58.82,60.0,red,finish,SUB,,2,1:37,3,2008-02-02,False,Middleweight
Ricardo Almeida,Rob Yundt,0,0,4,2,66.0,18.0,4,10,66.67,52.63,1,0,100.0,,1,0,0,0,20,5,2,2,50.0,18.18,2,0,100.0,,0,0,,,3,1,60.0,10.0,0,0,,,1,1,100.0,100.0,red,finish,SUB,,1,1:08,3,2008-02-02,False,Middleweight
Tyson Griffin,Gleison Tibau,0,0,60,23,50.0,24.0,82,47,57.75,40.17,0,6,0.0,75.0,0,0,0,0,101,209,26,19,33.33,21.59,21,4,87.5,80.0,13,0,76.47,,51,14,46.36,16.67,9,3,100.0,100.0,0,6,,100.0,red,decision,,unanimous,3,5:00,3,2008-02-02,False,Lightweight
Chris Lytle,Kyle Bradley,1,0,12,0,70.0,0.0,18,1,78.26,25.0,0,0,,0.0,0,0,0,0,4,0,11,0,68.75,0.0,0,0,,,1,0,100.0,,6,0,60.0,0.0,3,0,100.0,,3,0,75.0,,red,finish,KO/TKO,,1,0:33,3,2008-02-02,False,Welterweight
Tim Boetsch,David Heath,0,0,42,7,70.0,22.0,46,7,71.88,22.58,1,0,50.0,,0,0,0,0,6,0,25,5,60.98,17.24,14,0,100.0,,3,2,60.0,100.0,20,7,58.82,22.58,18,0,81.82,,4,0,100.0,,red,finish,KO/TKO,,1,4:52,3,2008-02-02,False,Light Heavyweight
Marvin Eastman,Terry Martin,0,0,40,50,44.0,58.0,72,74,59.5,67.89,1,1,33.0,12.0,0,0,0,0,254,334,16,11,25.0,25.58,15,26,93.75,89.66,9,13,100.0,100.0,5,7,11.11,17.5,35,43,79.55,95.56,0,0,,,red,decision,,unanimous,3,5:00,3,2008-02-02,False,Middleweight
Rob Emerson,Keita Nakamura,0,1,81,57,38.0,29.0,89,66,40.45,32.51,0,4,,100.0,0,0,0,0,0,88,44,53,25.29,28.49,9,4,90.0,80.0,28,0,100.0,,75,47,36.59,26.7,4,10,80.0,76.92,2,0,100.0,0.0,red,decision,,split,3,5:00,3,2008-02-02,False,Lightweight
Mike Swick,Joshua Burkman,0,0,54,39,53.0,46.0,58,49,55.24,51.58,0,1,,10.0,0,0,0,0,84,345,11,9,20.37,19.57,18,3,90.0,37.5,25,27,92.59,93.1,20,13,33.9,25.0,34,26,80.95,83.87,0,0,,,red,decision,,majority,3,5:00,3,2008-01-23,False,Welterweight
Patrick Cote,Drew McFedries,1,0,14,8,45.0,53.0,14,8,45.16,53.33,0,0,,,0,0,0,0,3,0,13,2,48.15,22.22,1,1,33.33,100.0,0,5,0.0,100.0,5,7,22.73,50.0,3,1,100.0,100.0,6,0,100.0,,red,finish,KO/TKO,,1,1:44,3,2008-01-23,False,Middleweight
Thiago Tavares,Michihiro Omigawa,0,0,19,11,44.0,34.0,68,90,71.58,80.36,7,1,50.0,100.0,0,2,1,2,399,231,14,6,42.42,22.22,3,0,42.86,,2,5,66.67,100.0,11,1,44.0,8.33,4,1,36.36,16.67,4,9,57.14,64.29,red,decision,,unanimous,3,5:00,3,2008-01-23,False,Lightweight
Nate Diaz,Alvin Robinson,0,0,3,2,37.0,40.0,25,5,83.33,62.5,2,0,100.0,,2,2,0,1,151,56,3,2,37.5,40.0,0,0,,,0,0,,,1,0,50.0,0.0,0,0,,,2,2,33.33,50.0,red,finish,SUB,,1,3:39,3,2008-01-23,False,Lightweight
Kurt Pellegrino,Alberto Crane,0,1,23,4,45.0,15.0,37,12,56.06,33.33,1,0,50.0,0.0,0,2,0,0,121,45,19,3,42.22,12.5,1,1,33.33,50.0,3,0,100.0,,16,4,40.0,15.38,1,0,50.0,,6,0,66.67,,red,finish,KO/TKO,,2,1:55,3,2008-01-23,False,Lightweight
Gray Maynard,Dennis Siver,1,0,26,16,39.0,40.0,79,155,61.24,78.28,2,1,100.0,50.0,3,0,2,1,646,154,23,11,37.1,33.33,3,2,75.0,66.67,0,3,,75.0,4,14,25.0,43.75,2,1,50.0,33.33,20,1,43.48,20.0,red,decision,,unanimous,3,5:00,3,2008-01-23,False,Lightweight
Jeremy Stephens,Cole Miller,1,0,30,5,55.0,17.0,64,13,70.33,34.21,1,0,100.0,0.0,0,3,1,3,259,174,24,4,52.17,14.29,5,0,71.43,,1,1,100.0,100.0,6,0,33.33,0.0,0,2,,50.0,24,3,66.67,50.0,red,finish,KO/TKO,,2,4:44,3,2008-01-23,False,Lightweight
Corey Hill,Joe Veres,0,0,29,0,72.0,0.0,66,0,84.62,0.0,0,0,,0.0,0,0,0,0,205,19,19,0,63.33,0.0,10,0,100.0,,0,0,,0.0,5,0,41.67,0.0,4,0,80.0,,20,0,86.96,,red,finish,KO/TKO,,2,0:37,3,2008-01-23,False,Lightweight
Matt Wiman,Justin Buchholz,0,0,6,3,66.0,30.0,24,3,80.0,30.0,1,0,100.0,,3,0,0,0,160,0,5,3,62.5,30.0,0,0,,,1,0,100.0,,1,3,50.0,50.0,0,0,,0.0,5,0,71.43,,red,finish,SUB,,1,2:56,3,2008-01-23,False,Lightweight
BJ Penn,Joe Stevenson,2,0,41,17,59.0,47.0,71,33,67.62,57.89,0,0,,,1,0,0,0,394,0,38,11,57.58,37.93,3,6,100.0,85.71,0,0,,,22,7,57.89,29.17,1,2,50.0,100.0,18,8,62.07,80.0,red,finish,SUB,,2,4:02,5,2008-01-19,True,Lightweight
Fabricio Werdum,Gabriel Gonzaga,0,0,46,19,51.0,57.0,64,26,58.72,65.0,0,3,0.0,75.0,0,0,0,0,169,121,43,5,51.19,31.25,1,4,100.0,80.0,2,10,50.0,83.33,14,14,36.84,53.85,10,2,66.67,100.0,22,3,61.11,60.0,red,finish,KO/TKO,,2,4:34,3,2008-01-19,False,Heavyweight
Marcus Davis,Jess Liaudin,1,0,5,4,100.0,50.0,5,4,100.0,50.0,0,0,,,0,0,0,0,2,0,4,0,100.0,0.0,1,0,100.0,0.0,0,4,,80.0,3,4,100.0,50.0,0,0,,,2,0,100.0,,red,finish,KO/TKO,,1,1:04,3,2008-01-19,False,Welterweight
Wilson Gouveia,Jason Lambert,1,0,5,27,35.0,48.0,9,47,50.0,57.32,0,1,0.0,100.0,4,0,0,0,8,287,5,16,35.71,36.36,0,10,,90.91,0,1,,100.0,4,3,33.33,37.5,0,2,,66.67,1,22,50.0,48.89,red,finish,KO/TKO,,2,0:37,3,2008-01-19,False,Light Heavyweight
Jorge Rivera,Kendall Grove,1,0,28,0,73.0,0.0,31,0,73.81,0.0,1,0,100.0,,0,0,0,0,65,0,27,0,72.97,0.0,0,0,,,1,0,100.0,,9,0,75.0,0.0,0,0,,,19,0,73.08,,red,finish,KO/TKO,,1,1:20,3,2008-01-19,False,Middleweight
